timestamp,source_ip,dest_ip,protocol,packet_size,label
2026-01-25 15:43:29,192.168.1.134,10.0.0.3,ICMP,1012,Normal
2026-01-25 15:43:29,192.168.1.175,10.0.0.7,TCP,568,Normal
2026-01-25 15:43:29,192.168.1.159,10.0.0.15,ICMP,396,Normal
2026-01-25 15:43:29,192.168.1.221,10.0.0.9,TCP,71,Normal
2026-01-25 15:43:29,192.168.1.41,10.0.0.19,UDP,332,Normal
2026-01-25 15:43:29,192.168.1.122,10.0.0.16,ICMP,418,Normal
2026-01-25 15:43:29,192.168.1.245,10.0.0.1,TCP,902,Normal
2026-01-25 15:43:29,192.168.1.158,10.0.0.16,ICMP,960,Normal
2026-01-25 15:43:29,192.168.1.235,10.0.0.11,UDP,1005,Normal
2026-01-25 15:43:29,192.168.1.229,10.0.0.10,UDP,1448,Normal
2026-01-25 15:43:29,192.168.1.64,10.0.0.19,UDP,413,Normal
2026-01-25 15:43:29,192.168.1.2,10.0.0.4,TCP,46,Normal
2026-01-25 15:43:29,192.168.1.136,10.0.0.16,TCP,775,Normal
2026-01-25 15:43:29,192.168.1.79,10.0.0.19,TCP,40,Port Scan
2026-01-25 15:43:29,192.168.1.139,10.0.0.19,UDP,686,Normal
2026-01-25 15:43:29,192.168.1.254,10.0.0.7,UDP,60,Normal
2026-01-25 15:43:29,192.168.1.9,10.0.0.19,ICMP,1458,Normal
2026-01-25 15:43:29,192.168.1.212,10.0.0.6,UDP,880,Normal
2026-01-25 15:43:29,192.168.1.234,10.0.0.16,ICMP,1237,Normal
2026-01-25 15:43:29,192.168.1.104,10.0.0.17,TCP,719,Normal
2026-01-25 15:43:29,192.168.1.232,10.0.0.18,UDP,1274,Normal
2026-01-25 15:43:29,192.168.1.251,10.0.0.19,ICMP,1032,Normal
2026-01-25 15:43:29,192.168.1.132,10.0.0.18,UDP,810,Normal
2026-01-25 15:43:29,192.168.1.138,10.0.0.17,TCP,56,Port Scan
2026-01-25 15:43:29,192.168.1.239,10.0.0.4,ICMP,1282,Normal
2026-01-25 15:43:29,192.168.1.227,10.0.0.16,ICMP,132,Normal
2026-01-25 15:43:29,192.168.1.185,10.0.0.16,UDP,1355,Normal
2026-01-25 15:43:29,192.168.1.221,10.0.0.12,ICMP,1322,Normal
2026-01-25 15:43:29,192.168.1.169,10.0.0.12,UDP,89,DDoS
2026-01-25 15:43:29,192.168.1.41,10.0.0.16,UDP,1266,Normal
2026-01-25 15:43:29,192.168.1.84,10.0.0.18,TCP,1087,Normal
2026-01-25 15:43:29,192.168.1.89,10.0.0.14,TCP,377,Normal
2026-01-25 15:43:29,192.168.1.212,10.0.0.6,TCP,966,Normal
2026-01-25 15:43:29,192.168.1.21,10.0.0.17,UDP,50,DDoS
2026-01-25 15:43:29,192.168.1.147,10.0.0.11,TCP,1178,Normal
2026-01-25 15:43:29,192.168.1.8,10.0.0.2,ICMP,125,Normal
2026-01-25 15:43:29,192.168.1.3,10.0.0.15,UDP,228,Normal
2026-01-25 15:43:29,192.168.1.221,10.0.0.15,TCP,1419,Normal
2026-01-25 15:43:29,192.168.1.129,10.0.0.15,ICMP,89,Normal
2026-01-25 15:43:29,192.168.1.92,10.0.0.18,TCP,1126,Normal
2026-01-25 15:43:29,192.168.1.46,10.0.0.1,ICMP,1169,Normal
2026-01-25 15:43:29,192.168.1.16,10.0.0.15,ICMP,1368,Normal
2026-01-25 15:43:29,192.168.1.158,10.0.0.7,TCP,872,Normal
2026-01-25 15:43:29,192.168.1.199,10.0.0.13,ICMP,937,Normal
2026-01-25 15:43:29,192.168.1.126,10.0.0.1,TCP,818,Normal
2026-01-25 15:43:29,192.168.1.175,10.0.0.4,TCP,1261,Normal
2026-01-25 15:43:29,192.168.1.72,10.0.0.11,UDP,1099,Normal
2026-01-25 15:43:29,192.168.1.176,10.0.0.19,ICMP,167,Normal
2026-01-25 15:43:29,192.168.1.65,10.0.0.17,ICMP,344,Normal
2026-01-25 15:43:29,192.168.1.177,10.0.0.5,ICMP,40,Port Scan
2026-01-25 15:43:29,192.168.1.26,10.0.0.2,ICMP,800,Normal
2026-01-25 15:43:29,192.168.1.241,10.0.0.13,TCP,48,Port Scan
2026-01-25 15:43:29,192.168.1.198,10.0.0.3,ICMP,1177,Normal
2026-01-25 15:43:29,192.168.1.151,10.0.0.6,TCP,1178,Normal
2026-01-25 15:43:29,192.168.1.38,10.0.0.12,ICMP,64,DDoS
2026-01-25 15:43:29,192.168.1.95,10.0.0.16,TCP,65,Normal
2026-01-25 15:43:29,192.168.1.80,10.0.0.8,ICMP,648,Normal
2026-01-25 15:43:29,192.168.1.89,10.0.0.1,UDP,68,Normal
2026-01-25 15:43:29,192.168.1.159,10.0.0.3,TCP,856,Normal
2026-01-25 15:43:29,192.168.1.62,10.0.0.4,TCP,1433,Normal
2026-01-25 15:43:29,192.168.1.45,10.0.0.11,TCP,50,Port Scan
2026-01-25 15:43:29,192.168.1.19,10.0.0.17,ICMP,1088,Normal
2026-01-25 15:43:29,192.168.1.114,10.0.0.8,UDP,99,DDoS
2026-01-25 15:43:29,192.168.1.114,10.0.0.4,ICMP,1071,Normal
2026-01-25 15:43:29,192.168.1.207,10.0.0.10,TCP,88,DDoS
2026-01-25 15:43:29,192.168.1.175,10.0.0.13,ICMP,109,Normal
2026-01-25 15:43:29,192.168.1.80,10.0.0.4,ICMP,759,Normal
2026-01-25 15:43:29,192.168.1.207,10.0.0.3,TCP,276,Brute Force
2026-01-25 15:43:29,192.168.1.52,10.0.0.11,UDP,70,Normal
2026-01-25 15:43:29,192.168.1.87,10.0.0.2,TCP,1208,Normal
2026-01-25 15:43:29,192.168.1.8,10.0.0.11,UDP,1069,Normal
2026-01-25 15:43:29,192.168.1.174,10.0.0.17,UDP,1260,Normal
2026-01-25 15:43:29,192.168.1.185,10.0.0.12,ICMP,1407,Normal
2026-01-25 15:43:29,192.168.1.83,10.0.0.7,UDP,1029,Normal
2026-01-25 15:43:29,192.168.1.126,10.0.0.19,ICMP,1103,Normal
2026-01-25 15:43:29,192.168.1.81,10.0.0.18,UDP,282,Normal
2026-01-25 15:43:29,192.168.1.122,10.0.0.14,UDP,56,DDoS
2026-01-25 15:43:29,192.168.1.200,10.0.0.4,UDP,1071,Normal
2026-01-25 15:43:29,192.168.1.112,10.0.0.7,ICMP,1413,Normal
2026-01-25 15:43:29,192.168.1.86,10.0.0.11,ICMP,338,Normal
2026-01-25 15:43:29,192.168.1.3,10.0.0.16,UDP,314,Brute Force
2026-01-25 15:43:29,192.168.1.245,10.0.0.11,ICMP,1423,Normal
2026-01-25 15:43:29,192.168.1.55,10.0.0.6,UDP,459,Normal
2026-01-25 15:43:29,192.168.1.237,10.0.0.5,ICMP,386,Normal
2026-01-25 15:43:29,192.168.1.63,10.0.0.19,UDP,53,Port Scan
2026-01-25 15:43:29,192.168.1.45,10.0.0.17,ICMP,312,Normal
2026-01-25 15:43:29,192.168.1.207,10.0.0.19,TCP,52,Port Scan
2026-01-25 15:43:29,192.168.1.251,10.0.0.14,ICMP,838,Normal
2026-01-25 15:43:29,192.168.1.174,10.0.0.7,TCP,321,Brute Force
2026-01-25 15:43:29,192.168.1.48,10.0.0.12,TCP,520,Normal
2026-01-25 15:43:29,192.168.1.25,10.0.0.1,ICMP,60,DDoS
2026-01-25 15:43:29,192.168.1.187,10.0.0.12,ICMP,1171,Normal
2026-01-25 15:43:29,192.168.1.162,10.0.0.16,UDP,837,Normal
2026-01-25 15:43:29,192.168.1.214,10.0.0.8,TCP,922,Normal
2026-01-25 15:43:29,192.168.1.38,10.0.0.13,TCP,1417,Normal
2026-01-25 15:43:29,192.168.1.118,10.0.0.14,TCP,800,Normal
2026-01-25 15:43:29,192.168.1.173,10.0.0.12,TCP,900,Normal
2026-01-25 15:43:29,192.168.1.174,10.0.0.18,ICMP,809,Normal
2026-01-25 15:43:29,192.168.1.105,10.0.0.12,UDP,270,Normal
2026-01-25 15:43:29,192.168.1.69,10.0.0.13,UDP,1210,Normal
2026-01-25 15:43:29,192.168.1.35,10.0.0.14,TCP,307,Normal
2026-01-25 15:43:29,192.168.1.163,10.0.0.6,UDP,670,Normal
2026-01-25 15:43:29,192.168.1.252,10.0.0.16,ICMP,49,Port Scan
2026-01-25 15:43:29,192.168.1.180,10.0.0.11,ICMP,43,Port Scan
2026-01-25 15:43:29,192.168.1.4,10.0.0.18,UDP,1278,Normal
2026-01-25 15:43:29,192.168.1.196,10.0.0.8,UDP,91,DDoS
2026-01-25 15:43:29,192.168.1.103,10.0.0.10,ICMP,619,Normal
2026-01-25 15:43:29,192.168.1.154,10.0.0.3,ICMP,67,DDoS
2026-01-25 15:43:29,192.168.1.145,10.0.0.13,ICMP,83,Normal
2026-01-25 15:43:29,192.168.1.133,10.0.0.4,UDP,1449,Normal
2026-01-25 15:43:29,192.168.1.193,10.0.0.19,TCP,394,Normal
2026-01-25 15:43:29,192.168.1.136,10.0.0.13,ICMP,1013,Normal
2026-01-25 15:43:29,192.168.1.64,10.0.0.7,ICMP,1206,Normal
2026-01-25 15:43:29,192.168.1.120,10.0.0.7,TCP,954,Normal
2026-01-25 15:43:29,192.168.1.24,10.0.0.18,UDP,992,Normal
2026-01-25 15:43:29,192.168.1.172,10.0.0.14,UDP,482,Normal
2026-01-25 15:43:29,192.168.1.17,10.0.0.8,TCP,235,Normal
2026-01-25 15:43:29,192.168.1.92,10.0.0.1,ICMP,1125,Normal
2026-01-25 15:43:29,192.168.1.221,10.0.0.17,TCP,656,Normal
2026-01-25 15:43:29,192.168.1.144,10.0.0.8,ICMP,255,Normal
2026-01-25 15:43:29,192.168.1.162,10.0.0.10,ICMP,865,Normal
2026-01-25 15:43:29,192.168.1.20,10.0.0.2,TCP,959,Normal
2026-01-25 15:43:29,192.168.1.20,10.0.0.12,TCP,913,Normal
2026-01-25 15:43:29,192.168.1.171,10.0.0.17,UDP,117,Normal
2026-01-25 15:43:29,192.168.1.121,10.0.0.1,ICMP,384,Normal
2026-01-25 15:43:29,192.168.1.160,10.0.0.17,UDP,266,Normal
2026-01-25 15:43:29,192.168.1.52,10.0.0.6,TCP,49,Port Scan
2026-01-25 15:43:29,192.168.1.218,10.0.0.9,UDP,1058,Normal
2026-01-25 15:43:29,192.168.1.215,10.0.0.9,UDP,78,Normal
2026-01-25 15:43:29,192.168.1.43,10.0.0.14,ICMP,307,Normal
2026-01-25 15:43:29,192.168.1.167,10.0.0.13,UDP,188,Normal
2026-01-25 15:43:29,192.168.1.187,10.0.0.5,ICMP,220,Normal
2026-01-25 15:43:29,192.168.1.149,10.0.0.7,UDP,405,Normal
2026-01-25 15:43:29,192.168.1.219,10.0.0.7,ICMP,176,Normal
2026-01-25 15:43:29,192.168.1.216,10.0.0.11,TCP,43,Port Scan
2026-01-25 15:43:29,192.168.1.219,10.0.0.4,UDP,182,Normal
2026-01-25 15:43:29,192.168.1.243,10.0.0.9,UDP,1348,Normal
2026-01-25 15:43:29,192.168.1.19,10.0.0.6,TCP,79,DDoS
2026-01-25 15:43:29,192.168.1.183,10.0.0.8,ICMP,464,Normal
2026-01-25 15:43:29,192.168.1.111,10.0.0.18,ICMP,1055,Normal
2026-01-25 15:43:29,192.168.1.220,10.0.0.11,UDP,54,Port Scan
2026-01-25 15:43:29,192.168.1.31,10.0.0.5,ICMP,634,Normal
2026-01-25 15:43:29,192.168.1.22,10.0.0.14,TCP,320,Normal
2026-01-25 15:43:29,192.168.1.104,10.0.0.8,UDP,1500,Normal
2026-01-25 15:43:29,192.168.1.96,10.0.0.14,UDP,1334,Normal
2026-01-25 15:43:29,192.168.1.211,10.0.0.1,UDP,1199,Normal
2026-01-25 15:43:29,192.168.1.93,10.0.0.2,TCP,48,Port Scan
2026-01-25 15:43:29,192.168.1.75,10.0.0.1,TCP,62,DDoS
2026-01-25 15:43:29,192.168.1.238,10.0.0.14,TCP,387,Normal
2026-01-25 15:43:29,192.168.1.17,10.0.0.12,TCP,971,Normal
2026-01-25 15:43:29,192.168.1.170,10.0.0.8,UDP,1077,Normal
2026-01-25 15:43:29,192.168.1.121,10.0.0.12,UDP,1359,Normal
2026-01-25 15:43:29,192.168.1.181,10.0.0.11,TCP,454,Normal
2026-01-25 15:43:29,192.168.1.29,10.0.0.14,UDP,649,Normal
2026-01-25 15:43:29,192.168.1.168,10.0.0.11,UDP,1234,Normal
2026-01-25 15:43:29,192.168.1.204,10.0.0.16,ICMP,1058,Normal
2026-01-25 15:43:29,192.168.1.113,10.0.0.16,ICMP,55,Port Scan
2026-01-25 15:43:29,192.168.1.211,10.0.0.9,TCP,330,Normal
2026-01-25 15:43:29,192.168.1.220,10.0.0.4,ICMP,52,Port Scan
2026-01-25 15:43:29,192.168.1.204,10.0.0.19,ICMP,78,DDoS
2026-01-25 15:43:29,192.168.1.59,10.0.0.7,UDP,418,Brute Force
2026-01-25 15:43:29,192.168.1.112,10.0.0.13,ICMP,761,Normal
2026-01-25 15:43:29,192.168.1.70,10.0.0.14,ICMP,709,Normal
2026-01-25 15:43:29,192.168.1.248,10.0.0.8,TCP,1400,Normal
2026-01-25 15:43:29,192.168.1.172,10.0.0.4,TCP,84,DDoS
2026-01-25 15:43:29,192.168.1.170,10.0.0.17,UDP,870,Normal
2026-01-25 15:43:29,192.168.1.91,10.0.0.9,UDP,854,Normal
2026-01-25 15:43:29,192.168.1.88,10.0.0.19,ICMP,56,Port Scan
2026-01-25 15:43:29,192.168.1.32,10.0.0.11,TCP,435,Brute Force
2026-01-25 15:43:29,192.168.1.193,10.0.0.19,UDP,219,Normal
2026-01-25 15:43:29,192.168.1.55,10.0.0.14,TCP,137,Normal
2026-01-25 15:43:29,192.168.1.195,10.0.0.9,TCP,103,Normal
2026-01-25 15:43:29,192.168.1.64,10.0.0.8,UDP,90,Normal
2026-01-25 15:43:29,192.168.1.61,10.0.0.4,UDP,59,Port Scan
2026-01-25 15:43:29,192.168.1.174,10.0.0.2,ICMP,57,Port Scan
2026-01-25 15:43:29,192.168.1.184,10.0.0.3,UDP,1464,Normal
2026-01-25 15:43:29,192.168.1.108,10.0.0.13,ICMP,52,DDoS
2026-01-25 15:43:29,192.168.1.25,10.0.0.5,ICMP,1223,Normal
2026-01-25 15:43:29,192.168.1.112,10.0.0.16,ICMP,1164,Normal
2026-01-25 15:43:29,192.168.1.12,10.0.0.11,UDP,188,Normal
2026-01-25 15:43:29,192.168.1.140,10.0.0.9,UDP,987,Normal
2026-01-25 15:43:29,192.168.1.174,10.0.0.18,ICMP,1143,Normal
